Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Apple Trucking,8046,S St Lawrence Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Jwlry Prcious Stns,773-962-0603,,POINT(-87.6102489 41.7479889),-87.6102489,41.7479889,
Appliance Depot,8445,S Cottage Grove Ave,,,,Chicago,60619,Out of Business,Retail,Housewares & furnishings,No,2019,Bus Consulting Nec,773-488-3070,,POINT(-87.6047126 41.7408988),-87.6047126,41.7408988,
Aranoff HDW Company,8235,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Hardware,No,2019,No evidence of business,773-846-4463,,POINT(-87.6046747 41.7448613),-87.6046747,41.7448613,
Ark of Safety Daycare,8817,S Cottage Grove Ave,,,,Chicago,60619,Out of Business,Childcare and Schools,Home daycare,Yes,2019,,773-651-3315,,POINT(-87.604395 41.7342929),-87.604395,41.7342929,
Ark360records,8041,S St Lawrence Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Book Publishing  No online presence or outside presence,773-663-7192,,POINT(-87.6096317 41.7481704),-87.6096317,41.7481704,
Arthur L. Scott,8624,S Martin Luther King Dr,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Phone number doesn't work  Duplicate business to Armour Square Apartments  Also we're not in Woodlawn  Indvdl Family Services,773-723-3012,,POINT(-87.6149069 41.7375918),-87.6149069,41.7375918,
Ashley Stewart,8658,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Clothing,No,2019,,773-994-1256,,POINT(-87.605293 41.7369585),-87.605293,41.7369585,
Ashley Stewart,205,W 87th St,E,,,Chicago,,Active,Retail,Clothing,No,2019,Eqpt Rntl Lsing N,773-783-5196,,POINT(-87.6293582 41.7349547),-87.6293582,41.7349547,
Assured Handyman,8129,S Calumet Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,,773-979-2562,,POINT(-87.6157743 41.7465779),-87.6157743,41.7465779,
At Your Service,8158,S Calumet Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,,773-905-4193,,POINT(-87.6167674 41.7457532),-87.6167674,41.7457532,
AT&T,8658,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Phones,No,2019,,773-651-0369,,POINT(-87.605293 41.7369585),-87.605293,41.7369585,
Augustus and Company,1053,E 80th St,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other legal,Yes,2019,Bus Consulting Nec,773-488-3114,,POINT(-87.5981989 41.749261),-87.5981989,41.749261,
Autozone,8127,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Auto Supply,No,2019,No evidence of business,773-483-8741,,POINT(-87.6047133 41.7466887),-87.6047133,41.7466887,
Autozone,208,W 87th St,,,,Chicago,,Active,Retail,Auto Supply,No,2019,Bus Consulting Nec,773-783-8206,,POINT(-87.6294823 41.7363311),-87.6294823,41.7363311,
Avalon Foot Clinic,8601,S Cottage Grove Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,773-783-7599,,POINT(-87.6045397 41.7383093),-87.6045397,41.7383093,
Aveak,8007,S Prairie Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Nrsdntl Building Optrs,773-602-1933,,POINT(-87.6177605 41.7489508),-87.6177605,41.7489508,
B Fresh,714,E 87th St,,,,Chicago,,Active,Retail,Clothing,No,2019,,,,POINT(-87.6064331 41.7368231),-87.6064331,41.7368231,
B W C Electronics,8628,S Champlain Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,,773-651-0166,,POINT(-87.608853 41.7375479),-87.608853,41.7375479,
Babies in Paradise,8550,S Maryland Ave,,,,Chicago,60619,Out of Business,Childcare and Schools,Home daycare,Yes,2019,Heavy Constr Nec,773-683-8928,,POINT(-87.6039224 41.7388018),-87.6039224,41.7388018,
Baby Academy,8607,S Cottage Grove Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,Travel Agencies,773-994-4400,,POINT(-87.604481 41.738154),-87.604481,41.738154,
Bank of America,250,W 83rd St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,773-896-9768,,POINT(-87.6314788 41.7437439),-87.6314788,41.7437439,
Bankish Fashions,8156,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Clothing,No,2019,,,,POINT(-87.6052732 41.7459546),-87.6052732,41.7459546,
Barber Shop,8237,S Cottage Grove Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Gen Farms Prim Cro,,,POINT(-87.604638 41.74469),-87.604638,41.74469,
Barbershop School,851,E 79th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Phone call,773-466-7922,,POINT(-87.6031513 41.7511659),-87.6031513,41.7511659,
Barnes - Walton Dental Associates,8245,S King Dr,FL 1,,,Chicago,,Active,Health Services,Dentist,No,2019,No evidence of business,773-873-7000,,POINT(-87.6144142 41.7443228),-87.6144142,41.7443228,
Barnes Enterprises,8226,S Prairie Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Religious Organizations,773-723-3127,,POINT(-87.6183487 41.7447754),-87.6183487,41.7447754,
Bashir Jihad Support Foundation,705,E 89th St,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,Yes,2019,Business Associatns,773-651-4609,,POINT(-87.6067772 41.7327583),-87.6067772,41.7327583,
Baskin-Robbins,448,E 87th St,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Lcl Pass Trans Nec,773-846-8400,,POINT(-87.6125826 41.7367464),-87.6125826,41.7367464,
Baskin-Robbins,814,E 87th St,,,,Chicago,60619,Out of Business,Dining,Cafe-Bakery-Specialty,No,2019,Beauty Shops,773-846-8400,,POINT(-87.6041153 41.7369809),-87.6041153,41.7369809,
BB's Community Connections Networking Center & Services,8800,S Cottage Grove Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,,312-588-9419,,POINT(-87.6049406 41.7347065),-87.6049406,41.7347065,
Beauty Supply,125,W 87th St,,,,Chicago,,Active,Retail,Beauty-Accessory,No,2019,Floor Covering Strs,773-783-8787,,POINT(-87.6271218 41.733898),-87.6271218,41.733898,
Best Value Distributors,101,W 84th St,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,Wmns Ms Outrwr Ne,773-651-7144,,POINT(-87.6271218 41.7410502),-87.6271218,41.7410502,
Beverly Sturgess,505,E 91st St,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,,773-723-0816,,POINT(-87.6115797 41.7290287),-87.6115797,41.7290287,
Beyond the Passages,417,E 87th Pl,,,,Chicago,60619,Out of Business,Personal Service,Other,Yes,2019,no web,,,POINT(-87.613759 41.7353909),-87.613759,41.7353909,
Big City Contractors,501,W 81st Pl,,,,Chicago,60620,Out of Business,Trade Service,Building trades,Yes,2019,Rdo Tv Electrnc S,773-787-8187,,POINT(-87.6367799 41.7460097),-87.6367799,41.7460097,
Big L Furniture Liquidators,8201,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,,773-962-2966,,POINT(-87.6047904 41.7456021),-87.6047904,41.7456021,
Black on Black Love Organization,1000,E 87th St,,,,Chicago,60619,Out of Business,Social Services & Political Advocacy,Other social service,No,2019,,773-978-0868,,POINT(-87.5993506 41.7373657),-87.5993506,41.7373657,
Black Tie Limousine,8217,S Langley Ave,,,,Chicago,60619,Out of Business,"Wholesale, storage and transit","Taxi, limo and similar",Yes,2019,Tp Bdy Rpr Pnt Sh,773-322-4687,,POINT(-87.607134 41.7451941),-87.607134,41.7451941,
Boost Mobile,49,W 79th St,,,,Chicago,,Active,Retail,Phones,No,2019,,773-888-3336,,POINT(-87.6265241 41.7505792),-87.6265241,41.7505792,
Boost Mobile,8655,S State St,,,,Chicago,60619,Out of Business,Retail,Phones,No,2019,,,,POINT(-87.6237091 41.7367626),-87.6237091,41.7367626,
Boost Mobile,8643,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Phones,No,2019,,,,POINT(-87.6045107 41.7372106),-87.6045107,41.7372106,
Boost Mobile,809,E 79th St,,,,Chicago,,Active,Retail,Phones,No,2019,,,,POINT(-87.6047206 41.7511678),-87.6047206,41.7511678,
Bounce for Joy,8325,S La Salle St,,,,Chicago,60620,Out of Business,Unknown,Unknown,Yes,2019,Physcl Ftnss Faclts,773-407-1560,,POINT(-87.627758 41.7428706),-87.627758,41.7428706,
BP,8701,S State St,,,,Chicago,,Active,Retail,Gas station,No,2019,Child Day Care Services,773-488-4745,,POINT(-87.6236899 41.7359653),-87.6236899,41.7359653,
Bracken Logistics,8037,S Ellis Ave,,,,Chicago,,Unknown,"Wholesale, storage and transit",Goods distribution,Yes,2019,Electrical Work,773-483-1149,,POINT(-87.599932 41.7484489),-87.599932,41.7484489,
Braids With Style,9119,S Cottage Grove Ave,,,,Chicago,60619,Out of Business,Personal Service,Beauty,Yes,2019,State Commercial Banks,773-314-7198,,POINT(-87.6041757 41.728613),-87.6041757,41.728613,
Branch of the Vine Outreach Ministry,229,E 79th St,,,,Chicago,60619,Out of Business,Religious (except school or residence),Church,No,2019,,,,POINT(-87.6186309 41.7509206),-87.6186309,41.7509206,
Brazzville,8119,S Cottage Grove Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,No evidence of business,773-723-9072,,POINT(-87.6047133 41.7469219),-87.6047133,41.7469219,
Brookzsong Recording Company,608,E 88th St,,,,Chicago,,Active,Trade Service,Media,Yes,2019,,773-987-5152,,POINT(-87.609215 41.735015),-87.609215,41.735015,
Buddy's Convenience Store,8200,S Cottage Grove Ave,Ste 1,,,Chicago,,Active,Retail,Convenience,No,2019,,773-224-9900,,POINT(-87.6052987 41.7456912),-87.6052987,41.7456912,
Buddy's Wine & Spirits,205,W 87th St,B,,,Chicago,,Out of Business,Retail,Liquor,No,2019,Automobile Parking,773-723-4486,,POINT(-87.6293582 41.7349547),-87.6293582,41.7349547,
Bull's Eye Barber Shop,445,E 79th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-488-7746,,POINT(-87.6130831 41.7509716),-87.6130831,41.7509716,
Burger King,28,E 87th St,,,,Chicago,,Active,Dining,Fast Food,No,2019,Eating Places,773-488-9844,,POINT(-87.6231693 41.7367126),-87.6231693,41.7367126,
Burlington,125,W 87th St,,,,Chicago,,Active,Retail,Clothing,No,2019,,773-873-1680,,POINT(-87.6271218 41.733898),-87.6271218,41.733898,
C Dees Catering Service,9022,S Dauphin Ave,,,,Chicago,,Unknown,Arts and Entertainment,Hall-party-cater,Yes,2019,Scls Edctl Services N,773-783-2368,,POINT(-87.6029579 41.7304631),-87.6029579,41.7304631,
C Squared Capital,8517,S Prairie Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Elmntry Scndry Scl,773-251-4248,,POINT(-87.6174865 41.7395666),-87.6174865,41.7395666,
Cafe Express,8950,S Cottage Grove Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,773-783-2431,,POINT(-87.605118 41.731772),-87.605118,41.731772,
Captain Hook's Fish & Chicken,603,E 79th St,,,,Chicago,60619,Out of Business,Dining,Fast Food,No,2019,,,,POINT(-87.6096511 41.7508435),-87.6096511,41.7508435,
Captain Hooks Fish & Chicken,8550,S Cottage Grove Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,Legal  Services,773-483-4600,,POINT(-87.6054671 41.7388854),-87.6054671,41.7388854,
Captain Hooks Fish & Chicken,205,W 87th St,A,,,Chicago,60620,Out of Business,Dining,Fast Food,No,2019,Kitchen remodeling,773-488-2111,,POINT(-87.6293582 41.7349547),-87.6293582,41.7349547,
Career Consulting Youth Program,8049,S Eberhart Ave,,,,Chicago,60619,Out of Business,Social Services & Political Advocacy,Social service,Yes,2019,No evidence of business,773-765-8202,,POINT(-87.6121004 41.7479495),-87.6121004,41.7479495,
Carroll Security,8618,S Ingleside Ave,,,,Chicago,60619,Out of Business,Trade Service,Security,Yes,2019,Drinking Places,773-723-3446,,POINT(-87.6014919 41.7378572),-87.6014919,41.7378572,
Cassandra Goodrum Attorney,8159,S Champlain Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,,773-487-5581,,POINT(-87.6083973 41.7458907),-87.6083973,41.7458907,
Catch A Ride Transportation,8114,S Lafayette Ave,,,,Chicago,60620,Out of Business,Unknown,Unknown,Yes,2019,Gnrl Atmtve RPR Shp,773-418-8101,,POINT(-87.6259843 41.7467595),-87.6259843,41.7467595,
Catching Moment Photograph,7945,S Dobson Ave,APT 1c,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Elmntry Scndry Scl,773-870-7637,,POINT(-87.5987718 41.7499849),-87.5987718,41.7499849,
Catered Ii,8530,S Michigan Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,,312-485-7339,,POINT(-87.6214339 41.7391256),-87.6214339,41.7391256,
CBI Computers,8609,S Cottage Grove Ave,,,,Chicago,,Active,Trade Service,Tech service,No,2019,Plbng Htng Air-Co,773-267-5588,,POINT(-87.6045445 41.7380668),-87.6045445,41.7380668,
CBR Productions,942,E 84th St,,,,Chicago,60619,Out of Business,Trade Service,Media,Yes,2019,Rl Estate Agents Managers,,,POINT(-87.6009078 41.7423494),-87.6009078,41.7423494,
Cds Design,817,E 88th Pl,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,,773-491-2875,,POINT(-87.6039224 41.7337097),-87.6039224,41.7337097,
Celebrity Styles,7931,S State St,,,,Chicago,60619,Out of Business,Personal Service,Beauty,No,2019,Sngl-Fam Hsng Cnstr,773-487-1810,,POINT(-87.6243754 41.7500042),-87.6243754,41.7500042,
Center for Community Development Initiatives,135,W 79th St,,,,Chicago,60620,Out of Business,Social Services & Political Advocacy,Social service,No,2019,Beauty Shops,773-543-3486,,POINT(-87.6284462 41.7506577),-87.6284462,41.7506577,
Central United Community Church,8246,S Cottage Grove Ave,,,,Chicago,60619,Out of Business,Religious (except school or residence),Church,No,2019,Plbng Htng Air-Co,773-651-7691,,POINT(-87.6053266 41.7444563),-87.6053266,41.7444563,
Charles H. Orr Realty,645,E 92nd St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Truck company. Web presence,773-651-8145,,POINT(-87.6076644 41.7272564),-87.6076644,41.7272564,
Charles Lang Service Station,8301,S Cottage Grove Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-483-8936,,POINT(-87.6045509 41.7436446),-87.6045509,41.7436446,
Chase Bank,353,W 83rd St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,773-994-2490,,POINT(-87.6336378 41.7431664),-87.6336378,41.7431664,
Chase Bank,712,E 87th St,Ste 3,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,Ofcs Hlth Prnrs Ne,773-783-0289,,POINT(-87.605867 41.737091),-87.605867,41.737091,
Chatham Beauty Salon and Barber Shop,233,E 79th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-952-8719,,POINT(-87.618502 41.7508995),-87.618502,41.7508995,
Chatham Bethlehem Presbyterian Church of Ghana,741,E 84th St,,,,Chicago,60619,Out of Business,Religious (except school or residence),Church,No,2019,Insurance Agnts Sv,773-483-1866,,POINT(-87.6058706 41.7417379),-87.6058706,41.7417379,
Chatham Dental Care,7931,S Martin Luther King Dr,,,,Chicago,,Active,Health Services,Dentist,No,2019,,773-994-1600,,POINT(-87.6149439 41.7503387),-87.6149439,41.7503387,
Chatham Food Market,327,E 79th St,,,,Chicago,,Active,Retail,Small Grocery,No,2019,,773-783-2880,,POINT(-87.6169024 41.7507498),-87.6169024,41.7507498,
Chatham Home & Office Cleaners,8452,S Michigan Ave,,,,Chicago,,Unknown,Trade Service,Indoor service,Yes,2019,,312-651-8854,,POINT(-87.6214339 41.7403305),-87.6214339,41.7403305,
Chatham Jewelry & Loan,645,E 79th St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Pawn shop,No,2019,,773-487-9595,,POINT(-87.6082623 41.7510372),-87.6082623,41.7510372,
Chatham Meat Market,8329,S Cottage Grove Ave,,,,Chicago,,Out of Business,Retail,Other food,No,2019,Animal Specialty Services,773-651-3888,,POINT(-87.604608 41.743101),-87.604608,41.743101,
Chatham Parole Office,8007,S Cottage Grove Ave,,,,Chicago,,Active,Public Services,Other law enforcement,No,2019,Hlth Alld Services Ne,,,POINT(-87.604741 41.74879),-87.604741,41.74879,
Check 'N Go,8357,S Cottage Grove Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Payday loan,No,2019,Gft Nvlty Svenr S Sells health supplements Picked up and confirmed business name but not address,773-994-6300,,POINT(-87.6044818 41.742331),-87.6044818,41.742331,
Chicago Career Counseling Center,450,E 87th Pl,,,,Chicago,,Unknown,Social Services & Political Advocacy,Employment,Yes,2019,Photographer in Chicago. *Please leave a message if your call is not answered.*,773-483-8154,,POINT(-87.6124861 41.735831),-87.6124861,41.735831,
Chicago Fire Department - Fire Station - 5th District,101,E 79th St,,,,Chicago,,Active,Public Services,City Fire Station,No,2019,,312-745-4200,,POINT(-87.6209788 41.750899),-87.6209788,41.750899,
Chicago Preschool Academy,532,E 87th St,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,Bus  Services  Nec,773-488-4495,,POINT(-87.6106634 41.7367859),-87.6106634,41.7367859,
Chicago Public Library - Whitney M Young Jr Branch,7901,S Martin Luther King Dr,,,,Chicago,,Active,Public Services,Library,No,2019,Home Hlth Care Services,312-747-0039,,POINT(-87.6146016 41.7509201),-87.6146016,41.7509201,
Chicago Public Library - Whitney M. Young,415,E 79th St,,,,Chicago,60619,Active,Public Services,Library,No,2019,,312-747-0039,,POINT(-87.614189 41.750865),-87.614189,41.750865,
Chicago Public Schools - Arthur R. Ashe Elementary School,8505,S Ingleside Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Animal Specialty Services,773-535-3550,,POINT(-87.6009832 41.7400343),-87.6009832,41.7400343,
Chicago Public Schools - James E. McDade Elementary Classical School,8801,S Indiana Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Jewelry Stores,773-535-3669,,POINT(-87.6187536 41.7343086),-87.6187536,41.7343086,
Child Care and Home School,7928,S Martin Luther King Dr,Ste 1,,,Chicago,,Out of Business,Childcare and Schools,Home daycare,Yes,2019,,312-200-6676,,POINT(-87.6151583 41.7502701),-87.6151583,41.7502701,
Children's Corner Child Care,376,E 89th St,,,,Chicago,,Active,Childcare and Schools,Home daycare,Yes,2019,Entrs Entrtnmnt Gr,773-326-7387,,POINT(-87.6146075 41.7330372),-87.6146075,41.7330372,
Children's Transit Express,8222,S Rhodes Ave,,,,Chicago,60619,Out of Business,"Wholesale, storage and transit","Taxi, limo and similar",Yes,2019,Transportation  Services Ne,773-487-1066,,POINT(-87.6113675 41.7449418),-87.6113675,41.7449418,
China Express,720,E 87th St,,,,Chicago,,Active,Dining,Fast Food,No,2019,Nondurable Gds Nec,773-488-3838,,POINT(-87.6062151 41.7368278),-87.6062151,41.7368278,
Chinese Kitchen,8357,S Cottage Grove Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-488-7266,,POINT(-87.6044818 41.742331),-87.6044818,41.742331,
Chipotle,41,W 87th St,,,,Chicago,,Active,Dining,Fast Food,No,2019,,,,POINT(-87.6259627 41.7358042),-87.6259627,41.7358042,
Chosen Vessels Ministries,8246,S Cottage Grove Ave,St,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,,,POINT(-87.6053266 41.7444563),-87.6053266,41.7444563,
Christ Family Missionary Baptist Church,740,E 91st Pl,,,,Chicago,60619,Out of Business,Religious (except school or residence),Church,No,2019,Bus Consulting Nec,773-874-4414,,POINT(-87.6053884 41.7286087),-87.6053884,41.7286087,
Church's Chicken,400,E 87th St,,,,Chicago,60619,Out of Business,Dining,Fast Food,No,2019,,,,POINT(-87.6141254 41.7367784),-87.6141254,41.7367784,
Cinema Focus Association of Chicago,8342,S Indiana Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Cndy Cnfctnr Prdcts,773-874-0045,,POINT(-87.6198913 41.7424364),-87.6198913,41.7424364,
Citgo,8258,S Martin Luther King Dr,,,,Chicago,,Active,Retail,Gas station,No,2019,Bus  Services  Nec,,,POINT(-87.6152344 41.7440421),-87.6152344,41.7440421,
City of Chicago - Burnside CSC,9059,S Cottage Grove Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,Yes,2019,,,,POINT(-87.6043275 41.7295002),-87.6043275,41.7295002,
