Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website,tract_geoid
Woofer Electronics,4970,N Elston Ave,,,Albany Park,Chicago,60630,Active,Retail,Electronics & appliances,No,2020,,773-283-8286,,POINT(-87.7448263030521 41.9708847101687),-87.7448263,41.97088471,,17031140400
Slater Realty and Investments,900,W Montrose Ave,,,Uptown,Chicago,60613,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2020,,773-271-7100,,POINT(-87.6525337770372 41.9618364606261),-87.65253378,41.96183646,,17031031502
Donald Ronald McDevitt,5000,N Marine Dr,,,Uptown,Chicago,60640,Unknown,Trade Service,Other,Yes,2020,,773-220-4216,,POINT(-87.6510547404478 41.9734008529356),-87.65105474,41.97340085,,17031031300
Arellano's Construction,1054,W Lawrence Ave,,,Uptown,Chicago,60640,Active,Trade Service,Building trades,No,2020,,773-750-4308,,POINT(-87.6570832768274 41.9690814607213),-87.65708328,41.96908146,,17031031200
ArtSpace,3418,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Performers & arts instructors,No,2020,,773-562-9760,,POINT(-87.7126806933795 41.9173664860799),-87.71268069,41.91736649,https://www.artspacechicago.com,17031221100
MOSS,2855,W Diversey Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Other,No,2020,,773-857-5533,,POINT(-87.6995975846658 41.932010025741),-87.69959758,41.93201003,,17031220400
Stoner Double Disc Grinding,3223,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Industrial,Parts,No,2020,,773-486-8200,,POINT(-87.7081098038041 41.9173764953681),-87.7081098,41.9173765,,17031222700
Foster Hill Design,4216,W Lawrence Ave,,,Albany Park,Chicago,60630,Active,Trade Service,Other,No,2020,,773-490-9709,,POINT(-87.7379570387881 41.9718963663063),-87.73795704,41.97189637,,17031140400
Laystrom Manufacturing,3900,W Palmer St,,,Logan Square,Chicago,60647,Active,Trade Service,Other,Yes,2020,,773-342-4800,,POINT(-87.7250449 41.9211401),-87.7250449,41.9211401,,17031220902
Fragcreations,2814,W McLean Ave,FL 1,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,Yes,2020,,773-318-9608,,POINT(-87.6979197 41.9187198),-87.6979197,41.9187198,,17031221300
Gremley & Biedermann,4505,N Elston Ave,,,Albany Park,Chicago,60630,Active,Trade Service,Other,No,2020,,773-685-5102,,POINT(-87.7322760677785 41.9627484572793),-87.73227607,41.96274846,,17031140500
Mid City Locksmiths,4903,N Elston Ave,,,Albany Park,Chicago,60630,Active,Trade Service,Other,No,2020,,773-545-1462,,POINT(-87.7427470490208 41.9697785782674),-87.74274705,41.96977858,,17031140400
Moovers Chicago,5110,N Kenneth Ave,,,Albany Park,Chicago,60630,Unknown,Trade Service,Other,Yes,2020,"No social media, no website, and the call dropped as soon as it started to ring. There is another business called Moovers Chicago, but it is located at 4973 N Elston and the phone number was different.",773-470-6073,,POINT(-87.7393709035019 41.9739481362952),-87.7393709,41.97394814,,17031140400
Le French Link,2931,W Eastwood Ave,,,Albany Park,Chicago,60625,Out of Business,Trade Service,Other,Yes,2020,,773-463-2787,,POINT(-87.7022632768809 41.9656044885229),-87.70226328,41.96560449,,17031140800
MB Rufff,4848,N Hamlin Ave,,,Albany Park,Chicago,60625,Unknown,Trade Service,Other,Yes,2020,"No social media, they do not have a website of their own but secondary websites indicate that this business is a demolition company and they provide the same number and address, and when called it immediately said the number cannot receive voicemails",312-409-6364,,POINT(-87.7231869541579 41.9698249101485),-87.72318695,41.96982491,,17031140301
Culture China Premier Solutions,1900,N Leavitt St,,,Logan Square,Chicago,60647,Out of Business,Trade Service,Other,Yes,2020,,312-576-6042,,POINT(-87.6827502 41.916277),-87.6827502,41.916277,,17031222200
Horween Leather Company,2015,N Elston Ave,Ste 1,,Logan Square,Chicago,60614,Active,Trade Service,Other,No,2020,,773-772-2026,,POINT(-87.6676325 41.9187868),-87.6676325,41.9187868,horween.com,17031832300
VRW,5030,N Marine Dr,,,Uptown,Chicago,60640,Active,Trade Service,Other,Yes,2020,,312-505-0056,,POINT(-87.6513430223989 41.974172623528),-87.65134302,41.97417262,,17031031300
Mendez Cleaning Services,3625,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Other,No,2020,,773-489-9218,,POINT(-87.717744 41.9171734),-87.717744,41.9171734,,17031222900
Red Egg Design,2224,W Armitage Ave,,,Logan Square,Chicago,60647,Unknown,Trade Service,Other,Yes,2020,Only ever get voicemail. Called multiple times now,773-661-0066,,POINT(-87.6835704 41.9178671),-87.6835704,41.9178671,,17031221600
DPR Art Rescue,424,N Oakley Blvd,,,Logan Square,Chicago,60612,Active,Trade Service,Other,No,2020,Emergency line: 1-888-377-5669,312-243-9747,,POINT(-87.690388 41.9174496),-87.690388,41.9174496,,17031832400
Bella's Creations & Balloon Decor,3046,E 87th St,,,South Chicago,Chicago,60617,Active,Trade Service,Other,Yes,2020,,773-301-8243,,POINT(-87.549578 41.737534),-87.549578,41.737534,,17031460200
UniQueARCHS,1624,N Narragansett Ave,,,Austin,Chicago,60639,Unknown,Trade Service,Other,Yes,2020,"Called on Wednesday at 10:06 AM and no answer. However number is connected and goes to voice mail of Torric Myers who is a design consultant here. UnÃƒÂ¡nime to verify location and operation.
LinkedIn says the owner of this business still operates. Phone number does not answer(8/11/2020)",773-368-2764,,POINT(-87.7853833 41.909973),-87.7853833,41.909973,,17031250500
Samuels Frame Graphics Studio,5538,W Quincy St,,,Austin,Chicago,60644,Out of Business,Trade Service,Other,Yes,2020,,312-770-0713,,POINT(-87.7632834 41.8776843),-87.7632834,41.8776843,,17031252102
Sharprint Decorated Apparel,4200,W Wrightwood Ave,,,Hermosa,Chicago,60639,Active,Trade Service,Other,No,2020,,773-862-9300,,POINT(-87.7325861 41.9282566),-87.7325861,41.9282566,,17031200200
New Star Cleaners,2513,N California Ave,,,Logan Square,Chicago,60647,Active,Personal Service,"Laundry, tailor",No,2020,,773-235-1339,,POINT(-87.6972267 41.9271123),-87.6972267,41.9271123,,17031220300
Wheezy Industries,1836,N Albany Ave,Bsmt,,Logan Square,Chicago,60647,Active,Trade Service,Other,Yes,2020,,312-810-8277,,POINT(-87.7057056 41.9148167),-87.7057056,41.9148167,,17031222600
Irene's Unisex,4425,S Archer Ave,A4,,Brighton Park,Chicago,60632,Unknown,Personal Service,Beauty,No,2020,Number is disconnected. No more information can be found online.,773-927-4365,,POINT(-87.7061579 41.8127039),-87.7061579,41.8127039,,17031580400
J&J Nails,6920,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Personal Service,Beauty,No,2020,,773-434-4588,,POINT(-87.6648173 41.7681663),-87.6648173,41.7681663,,17031671500
It's Official Barber Shop,1256,W 63rd St,,,West Englewood,Chicago,60636,Active,Personal Service,Beauty,No,2020,Closed on Mondays and Sundays,773-424-7554,,POINT(-87.6568414 41.7797745),-87.6568414,41.7797745,,17031670900
Betty's Day Spa,1424,E 53rd St,Ste 203,,Hyde Park,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-752-3600,,POINT(-87.5907208 41.7996953),-87.5907208,41.7996953,www.bettyeodayspa.com,17031410800
Hollywood Kids Salon,1736,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-445-5437,,POINT(-87.6668876 41.7359966),-87.6668876,41.7359966,,17031711200
High Frequency,1907,E 79th St,,,South Chicago,Chicago,60649,Active,Personal Service,Beauty,No,2020,,773-734-4954,,POINT(-87.5780286 41.7513191),-87.5780286,41.7513191,,17031460500
Halsted Nails and Beauty,8141,S Halsted St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-818-3036,,POINT(-87.6436415 41.7457616),-87.6436415,41.7457616,,17031710900
Hair Design International,1309,E 57th St,,,Hyde Park,Chicago,60637,Active,Personal Service,Beauty,No,2020,,773-363-0700,,POINT(-87.5943677 41.7912315),-87.5943677,41.7912315,hdi1309.com,17031411200
Hair Experts,4653,S Martin Luther King Dr,,,Grand Boulevard,Chicago,60653,Active,Personal Service,Beauty,No,2020,,773-538-4653,,POINT(-87.6160242 41.8097549),-87.6160242,41.8097549,,17031381200
Hair Salon,6520,S Ashland Ave,,,West Englewood,Chicago,60636,Unknown,Personal Service,Beauty,No,2020,No working phone number .,773-436-1540,,POINT(-87.6642972 41.7751676),-87.6642972,41.7751676,,17031671200
Harmony African Hair Braiding,8000,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-488-1003,,POINT(-87.663763 41.748381),-87.663763,41.748381,,17031710500
Genesis Hair Salon,1520,S Homan Ave,,,North Lawndale,Chicago,60623,Active,Personal Service,Beauty,Yes,2020,Temp Closed,773-521-0900,,POINT(-87.7106998 41.8601706),-87.7106998,41.8601706,,17031291200
Gel Nails,3020,E 92nd St,,,South Chicago,Chicago,60617,Active,Personal Service,Beauty,No,2020,,773-374-2916,,POINT(-87.5502683 41.7283586),-87.5502683,41.7283586,,17031461000
Hairston George,8212,S Peoria St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,Yes,2020,,773-723-4878,,POINT(-87.6466094 41.7446951),-87.6466094,41.7446951,,17031710800
George Barbershop,1220,W 69th St,,,West Englewood,Chicago,60636,Active,Personal Service,Beauty,No,2020,,773-488-5264,,POINT(-87.6551459 41.7688634),-87.6551459,41.7688634,,17031834900
Friend's Hair and Nails,1711,E 55th St,,,Hyde Park,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-643-5520,,POINT(-87.5833632 41.7950822),-87.5833632,41.7950822,,17031411000
G Nails,118,E 51st St,,,Grand Boulevard,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-268-2132,,POINT(-87.6217608 41.8022022),-87.6217608,41.8022022,,17031381800
G.G. African Hair Braiding,1143,S Pulaski Rd,,,North Lawndale,Chicago,60624,Active,Personal Service,Beauty,No,2020,,773-722-2551,,POINT(-87.7249384 41.8667354),-87.7249384,41.8667354,,17031843000
Four Season Barber Shop,1744,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-874-0178,,POINT(-87.6676642 41.7504229),-87.6676642,41.7504229,,17031710400
Hyde Park Barber Studio,1431,E Hyde Park Blvd,,,Hyde Park,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-493-8080,,POINT(-87.5901173 41.8021829),-87.5901173,41.8021829,hydeparkbarberstudio.com,17031410100
Hassan's Hair Design,1705,E 55th St,,,Hyde Park,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-256-0160,,POINT(-87.5836141 41.7950735),-87.5836141,41.7950735,,17031411000
Filly Beaute Hair Salon,3834,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Personal Service,Beauty,No,2020,,773-650-0510,,POINT(-87.688522 41.8240014),-87.688522,41.8240014,,17031580100
Final Kutz Barber Shop,1374,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-488-2300,,POINT(-87.658279 41.7506051),-87.658279,41.7506051,,17031710700
Fine Line Hair Design,3000,W 40th St,,,Brighton Park,Chicago,60632,Unknown,Personal Service,Beauty,No,2020,,,,POINT(-87.6996907 41.8210755),-87.6996907,41.8210755,,17031580501
Expert Nails,8919,S Commercial Ave,,,South Chicago,Chicago,60617,Unknown,Personal Service,Beauty,No,2020,"Mailbox full, no updates on social media, no website",773-375-4425,,POINT(-87.5510954 41.7330868),-87.5510954,41.7330868,,17031833900
E'maya's & Carmella's Beauty & Barber,1157,W 69th St,,,Englewood,Chicago,60621,Unknown,Personal Service,Beauty,No,2020,Business name doesnâ€™t pop up when I look it up.,,,POINT(-87.6539616 41.7685234),-87.6539616,41.7685234,,17031681100
Ely's Beauty Salon,3118,W Pope John Paul II Dr,,,Brighton Park,Chicago,60632,Active,Personal Service,Beauty,No,2020,,773-247-8094,,POINT(-87.702678 41.8156123),-87.702678,41.8156123,,17031580502
Ely's Hair Studio,4432,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Personal Service,Beauty,No,2020,,773-254-7422,,POINT(-87.7066477 41.8128712),-87.7066477,41.8128712,,17031580400
Ebony House of Style,1620,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-487-9376,,POINT(-87.6643073 41.7505081),-87.6643073,41.7505081,,17031710400
Eccentric Trend Setters Hair Emporium,4372,W Ogden Ave,,,North Lawndale,Chicago,60623,Out of Business,Personal Service,Beauty,No,2020,,773-542-0552,,POINT(-87.7337208 41.8481379),-87.7337208,41.8481379,,17031843400
Eimaj Salon,8214,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-220-9491,,POINT(-87.6636037 41.744419),-87.6636037,41.744419,,17031711200
Esperanza Beauty Salon,8839,S Commercial Ave,,,South Chicago,Chicago,60617,Active,Personal Service,Beauty,No,2020,,773-768-5312,,POINT(-87.5510001 41.7343467),-87.5510001,41.7343467,,17031460800
Esquire Barber Shop,2435,E 79th St,,,South Chicago,Chicago,60649,Active,Personal Service,Beauty,No,2020,,773-726-4051,,POINT(-87.5647489 41.7515757),-87.5647489,41.7515757,,17031460400
Leroy Barber Shop,2724,E 83rd St,,,South Chicago,Chicago,60617,Active,Personal Service,Beauty,No,2020,,312-366-5726,,POINT(-87.5577807 41.7447234),-87.5577807,41.7447234,,17031460302
Earlean's Beauty Salon,8746,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-881-9763,,POINT(-87.6632954 41.7343454),-87.6632954,41.7343454,,17031711300
Doll Up Beauty Salon,7142,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Personal Service,Beauty,No,2020,,773-776-4247,,POINT(-87.6640564 41.763615),-87.6640564,41.763615,,17031672000
Dorothy African Braiding,1157,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-783-8922,,POINT(-87.6533616 41.7503229),-87.6533616,41.7503229,,17031710800
African Hair Braiding by Tina,1824,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-886-9275,,POINT(-87.669312 41.750512),-87.669312,41.750512,,17031710400
Divine Creators,1637,E 55th St,,,Hyde Park,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-684-9179,,POINT(-87.5850429 41.7950727),-87.5850429,41.7950727,,17031411000
Diamond Nails,9019,S Commercial Ave,,,South Chicago,Chicago,60617,Active,Personal Service,Beauty,No,2020,,773-731-3136,,POINT(-87.5510989 41.7313567),-87.5510989,41.7313567,,17031833900
Demetrio's Barber Shop & Beauty Salon,3970,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Personal Service,Beauty,No,2020,,773-707-7036,,POINT(-87.6924058 41.8216317),-87.6924058,41.8216317,,17031580600
Fatou African Hair Braiding,955,W 87th St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-651-7132,,POINT(-87.6482556 41.7358225),-87.6482556,41.7358225,,17031711400
Fatou African Hair Braiding,69,E 43rd St,,,Grand Boulevard,Chicago,60653,Unknown,Personal Service,Beauty,No,2020,Tried calling 773-988-9984 and left a voicemail but no one ever called back.,773-988-9984,,POINT(-87.6234585 41.8163653),-87.6234585,41.8163653,,17031844600
Family Hair Design,5542,S Racine Ave,,,West Englewood,Chicago,60636,Unknown,Personal Service,Beauty,No,2020,No working phone number .,,,POINT(-87.6551362 41.7925267),-87.6551362,41.7925267,,17031670100
Fashion Flair,2642,E 83rd St,,,South Chicago,Chicago,60617,Active,Personal Service,Beauty,No,2020,,773-734-8542,,POINT(-87.5594965 41.7447103),-87.5594965,41.7447103,,17031460302
Fancy Nails,6230,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Personal Service,Beauty,No,2020,,,,POINT(-87.6647499 41.780469),-87.6647499,41.780469,,17031670700
Fade to Black Barber Shop,6707,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Personal Service,Beauty,No,2020,,773-793-9679,,POINT(-87.6635748 41.7718802),-87.6635748,41.7718802,,17031671600
Fairy Nails,5224,S Harper Ave,,,Hyde Park,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-643-4998,,POINT(-87.5892884 41.8001357),-87.5892884,41.8001357,,17031410800
Daisy's Hair Studio,4002,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Personal Service,Beauty,No,2020,,773-254-5377,,POINT(-87.6931386 41.8211418),-87.6931386,41.8211418,,17031580600
Creations Unisex,3134,W 47th St,,,Brighton Park,Chicago,60632,Active,Personal Service,Beauty,No,2020,,773-927-2722,,POINT(-87.7029821 41.8083511),-87.7029821,41.8083511,,17031842800
Clips and Cuts,4852,S Cottage Grove Ave,,,Grand Boulevard,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-373-3277,,POINT(-87.6066927 41.8062328),-87.6066927,41.8062328,Clipsandcutsetc.com,17031843600
Cleopatra Hair Designs,1316,E 53rd St,,,Hyde Park,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-643-1082,,POINT(-87.5943003 41.7996168),-87.5943003,41.7996168,,17031410700
Cindy's New Touch,4143,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Personal Service,Beauty,No,2020,,773-523-1661,,POINT(-87.6973739 41.8181352),-87.6973739,41.8181352,,17031580501
Chop It Up,6510,S Halsted St,,,Englewood,Chicago,60621,Unknown,Personal Service,Beauty,No,2020,No one picked up the phone to confirm the status.,187-224-4788,,POINT(-87.6452218 41.7757117),-87.6452218,41.7757117,,17031681000
Vic's Barber Shop,2738,W 47th St,,,Brighton Park,Chicago,60632,Unknown,Personal Service,Beauty,No,2020,,,,POINT(-87.6933321 41.808492),-87.6933321,41.808492,,17031842800
Chenette Hair Emporium,6841,S Ashland Ave,,,West Englewood,Chicago,60636,Unknown,Personal Service,Beauty,No,2020,"Number was disconnected, no online presence. 8/11/2020, 10:23 am",773-476-6460,,POINT(-87.6636037 41.7691323),-87.6636037,41.7691323,,17031671600
Celina's Hair Salon and Hair Braiding,8320,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-239-8400,,POINT(-87.6635459 41.7423773),-87.6635459,41.7423773,,17031711200
Carol's African Hair Braiding,8923,S Commercial Ave,,,South Chicago,Chicago,60617,Active,Personal Service,Beauty,No,2020,,773-768-3340,,POINT(-87.5510772 41.7329595),-87.5510772,41.7329595,,17031833900
Cannella School of Hair Design,9012,S Commercial Ave,,,South Chicago,Chicago,60617,Active,Childcare and Schools,Trade school,No,2020,,773-221-4700,,POINT(-87.551676 41.7313485),-87.551676,41.7313485,cannellabeautyschools.com,17031833900
Brown's Barber Shop,1011,E 53rd St,,,Hyde Park,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-324-9713,,POINT(-87.6007364 41.7992278),-87.6007364,41.7992278,,17031410600
Braids by Dona,1705,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,773-723-5801,,POINT(-87.6661355 41.7501869),-87.6661355,41.7501869,,17031710500
Hollywood,323,E Pershing Rd,,,Grand Boulevard,Chicago,60653,Active,Personal Service,Beauty,No,2020,,773-969-0268,,POINT(-87.618237 41.823655),-87.618237,41.823655,,17031380600
Blues Barber Shop,1376,E 53rd St,,,Hyde Park,Chicago,60615,Active,Personal Service,Beauty,No,2020,,773-955-7156,,POINT(-87.5920101 41.7997905),-87.5920101,41.7997905,,17031410700
Black Magic Unisex Hair Salon,8311,S Racine Ave,,,Auburn Gresham,Chicago,60620,Active,Personal Service,Beauty,No,2020,,312-307-5520,,POINT(-87.6533142 41.7427919),-87.6533142,41.7427919,,17031711000
"Black, Bold, & Sassy - Barber & Beauty Salon",1721,E 79th St,,,South Chicago,Chicago,60649,Unknown,Personal Service,Beauty,No,2020,Web scrap yielded nothing further and I left a voicemail with the number 773-734-3588 on 8/11/20 at 10:00.,773-734-3588,,POINT(-87.5819139 41.7513464),-87.5819139,41.7513464,,17031460500
